Country,Population_Coeff,Inflation_Coeff,Import_Coeff,Export_Coeff,Test_Score,Export_GDP_Correlation
CPV,78834325.14618942,8462221.547905864,445174792.2918443,216169753.39653248,0.9626826641637507,0.9249018888568606
CRI,2365146166.2154603,-203856564.80298507,11842532586.05955,6484205797.277625,0.8332344235664627,0.9392693833190806
CYP,3558263986.999599,-47302671.10758988,5122045801.058868,-2388718223.8216357,0.954828557977713,0.60307059504835
CZE,3377474478.630027,-3659275962.796418,38301039037.82079,30973754859.74985,0.9057724977752133,0.9778551681737158
DEU,24576277685.21937,-43746332469.05006,416996488637.4646,345432467294.97986,0.8077078128569759,0.972633787358947
DJI,411262701.02018714,-82581302.75676325,473223045.3937919,127773388.63376336,0.7811953865305614,0.8432795117044796
DMA,-21214592.84718504,-29969959.03905396,113519256.29281752,-17209984.725592554,0.969452485312309,-0.4080548614861844
DNK,7438495511.944567,-1358577689.7843652,32733205771.484245,37684174531.019905,0.9851984549820961,0.9911032064501536
DOM,7844253285.162647,-2028098111.4492671,8609555330.666056,11417984914.906767,0.9594015159953013,0.9299070072355616
DZA,10737616066.416458,-3343555101.2332397,45157222032.441505,14850268428.543713,0.9613294170839504,0.8550185415714603
ECU,9201987922.749218,-3618887040.4396186,9541192834.825104,13452256361.062351,0.911460745912155,0.9642139366368241
EGY,37723113328.18193,-10419547424.3981,60158507646.764626,18986122417.92346,0.9007513528050377,0.9255420255420854
ESP,172481304429.0218,-9248679696.125387,206406201314.4806,-37527434205.00556,0.9269119951567328,0.9014393887684106
EST,-1444067725.037584,-143190630.2829231,4356782934.062261,4269606191.775479,0.9411305103347135,0.9741396250999013
ETH,17006303785.180054,-1525398552.796796,10305040138.089872,4063793774.7091117,0.8970974480852554,0.8891284600842825
FIN,16956255696.485617,-6436121110.9054785,29039056474.36791,17056540810.434072,0.9626245651175722,0.9054509947005503
FJI,220021255.2158067,-96480873.04594894,1140392022.4917607,-9058560.035005275,0.9447183721069217,0.9012778022042606
FRA,76781405380.38759,-42795650357.265335,269770401025.19302,231162034599.8174,0.930232314731706,0.9763993530534547
FSM,8423517.09493591,-9503575.127548458,45458301.584962584,8124251.721703154,0.9258186673381927,0.7871910872229577
GAB,1764761719.3199332,-123769904.33878846,2148969452.439268,1939473642.6488104,0.9864451360025469,0.9047872712711783
GBR,26800291867.354446,-52459682631.30455,355451143704.06976,171736439143.05582,0.8953434788872134,0.9321395902388756
GEO,-953480921.7840168,4912313.414682734,3934920493.85034,1296694780.210836,0.9494310630284483,0.9535802198364844
GHA,7157488883.265772,-165686030.58685452,-1112553966.8774784,17838442666.694088,0.9711801003475428,0.9743906646090362
GMB,337057187.4196095,-47822130.640382625,190540358.50720388,-40634759.95819828,0.8870505038214278,0.49299719031729716
GNB,233425494.68728176,82756460.33198914,186055897.43178,46006765.17478168,0.8534979087938134,0.8736087109373369
GNQ,1738087722.0884106,-179313522.17469105,2651257130.858156,3831141032.2377834,0.9860071697628475,0.9645294122978417
GRC,21634933690.629414,5496642127.120834,48295612943.127754,-4249321591.6859274,0.9682625272832158,0.4533803300775476
GRD,122155625.94694886,1618285.4061804642,208644344.4868839,-1794136.6347560766,0.9711520278522002,-0.4419202506223187
GTM,4949304942.692631,-219437601.24433562,6723936401.094017,12158434630.516668,0.9034565330011802,0.9729122031820988
GUY,-435857033.9397943,-321139894.0378117,1186189386.5623465,962390265.5836368,0.7921522176236319,0.8659397570205819
HKG,36481798929.70764,157642081.4465455,27559263533.282104,40512945447.80438,0.9288597124016121,0.9765824725344769
HND,1499017190.70106,-427429615.78725207,1388007054.9658504,4161945414.6269207,0.9168626234760533,0.977163512520083
HRV,6094244794.8513155,-2850212776.763462,13032981916.408434,5997283281.662476,0.9335025268648653,0.9085585486282157
HTI,2337713672.172981,-109205704.77345724,1056139266.8135935,2296221209.1101165,0.8958255421668012,0.9543080247515394
HUN,-1428217962.7250307,-1019301026.8158544,21943424848.308674,19811864993.008904,0.9199492032865219,0.9808946667021397
IND,131374563664.13254,-70565923597.71706,258242483132.6111,485441815223.095,0.9575584397573431,0.9737312813095825
IRL,17343093575.324512,-6679244059.820991,58250969508.66835,47219022912.99267,0.9521832212153384,0.9782870885343421
IRN,-6514085535.941399,-4774890034.253289,75930348556.89311,87166163550.18701,0.8023742284731681,0.9380697539442717
IRQ,14944758551.276005,1939804688.4918764,27637783767.54336,43014693395.68764,0.9828315573592894,0.9803546863098587
ISL,1980321345.1110353,-211415137.58387062,4629675012.738353,-454683519.62032163,0.9526306714153719,0.8573929199139823
ISR,89479050166.93661,7156818571.056543,45511045264.941765,-24251212806.689323,0.9082285898629532,0.7839625611037032
ITA,43137840467.38084,-8250810406.131438,299147021054.5046,49962462573.6936,0.9247426022762137,0.9281151760902302
JAM,2524460256.1118455,-573558582.9890246,1932217000.4608138,-77252856.074359,0.9842537685270246,0.758183254908086
JOR,5530268024.342428,-435201506.0906216,7893292308.265102,449460295.6969978,0.9295740016954931,0.9496555491126313
JPN,-3211102124.2035675,-173347050395.8363,272379095698.0603,162169403732.4695,-0.8311154157247282,0.6330419562449832
KAZ,21026975783.338646,-2884279978.2015953,23294171258.74939,37136438341.732376,0.681761026671613,0.9420283486176034
KEN,9442400631.924822,-1725316529.6436799,19097986598.649315,1399311392.1724515,0.8872875238488181,0.9261414215003088
KGZ,1405127222.5160005,-11997399.23397845,891467751.4747233,602848432.4926156,0.9784272586487773,0.9164148937671927
KHM,3731148782.460864,92416313.00450236,3490909620.69567,4613146223.875821,0.8804974973438691,0.9787159727778578
KNA,37352451.391902946,-24582304.244536802,165631896.61625904,114379919.10474393,0.9816380356900484,0.9436133814827387
KOR,185479690079.2925,8044433273.351691,147810831819.5696,237628549805.87592,0.9671477204649968,0.9788790805655297
KWT,9070830373.96443,1355037567.9371305,15107210433.117178,33715780043.82605,0.981543631748135,0.9685392576802457
LAO,1166823616.7591443,-154324296.19688794,3838369007.307864,1387035665.5946815,0.9761024607689377,0.9681739813737481
LBR,556101664.6256974,-4466582.896896784,320032154.5157352,65540791.7410934,0.9697480325940706,0.8045360251990828
LBY,4141001593.461114,5102053424.185878,2897974725.4816484,12096435416.509125,0.8887029179104001,0.8656249640039105
LCA,246956376.27824208,-8087625.848352465,326354007.71862286,-2168870.61035497,0.8784321530631172,0.46722752024428266
LKA,-6418987700.193072,-2521414128.9284415,23016769560.81723,13830791913.11401,0.9620087571388649,0.9531263526967535
LSO,57660154.45956484,-37581536.25364589,415521445.543679,298455190.06554645,0.977587518674913,0.9758313581248077
LTU,-5997260367.239557,207135464.83132514,7070777363.749836,4822473549.092219,0.9344542827116744,0.9772492506677589
LUX,13334873728.51555,-771916210.7198867,8228056609.522844,1058503824.7867396,0.925551333754868,0.6836706530358229
LVA,-3902702843.120067,541950342.228753,5350001353.224674,1555243380.948163,0.867088920032064,0.9462801269888714
MAC,16745881009.968927,2592010383.9353485,-414225585.6251108,-3473156665.0250773,0.2984762812753766,-0.6368895654426083
MAR,10883706551.612064,-253797107.12197906,18124187998.878445,11877648609.973917,0.9705094613333628,0.980779837983185
MDA,-834261613.3381878,-79708779.2164079,1530357107.9881916,1713616196.7555811,0.9295118704437224,0.9907201907622825
MDG,507713093.9415054,-29688058.02172806,2123311053.6446943,1138779184.2316236,0.9584880957434517,0.9498190340943979
MDV,529349587.8310005,6339588.843947513,1071236122.0650685,23099914.49334774,0.9853629084298003,0.8953656559750512
MEX,109262042645.73486,-61241350760.49009,154616867454.80856,118195721276.10455,0.9705040554162189,0.9614029050475252
MKD,-851653071.8577791,-173120551.21520212,2024275510.9971864,503954410.24412674,0.8879794496658865,0.9618141388456078
MLI,2023441774.2022152,-192844655.4081731,2139712347.3959014,1397189923.1348476,0.9784883932396607,0.97591660048018
MLT,3299665042.355164,-306231076.2117763,1291342057.3700185,242092768.666858,0.883440788426243,0.5805104347307818
MMR,5108567866.468326,-3271263660.1919527,6030320945.781607,14043043058.25532,0.9594728341611273,0.9722674516280251
MNG,1566370992.9756656,79306495.65821393,2317461411.0638394,1431677060.5188684,0.9590994237431103,0.9683247110393383
MRT,758279847.3336776,-43731872.67150933,477664243.9836701,1127744803.8450184,0.9619752722135636,0.9595914210785599
MUS,864463757.1807607,-51143399.02170885,3790838493.9322114,-308001931.09560424,0.9554040178002715,0.8879472001898636
MWI,1116049620.8165207,-441765577.6970534,981825924.6497391,995169887.4298123,0.9296507818664062,0.8970370478590322
MYS,14012586901.01392,1078518996.9868715,61486627179.59047,45484602799.30609,0.9301108970503155,0.9784833304101277
NER,1533792391.032126,-123388772.55664717,2117392794.7685878,430823939.07467306,0.8416314180058017,0.917743788940789
NGA,60583547496.618996,84023487.99032858,108444269814.13498,-2225051122.469789,0.9462027245269284,0.8204882232654453
NIC,1212095487.2075055,-276654987.8262882,609532348.9701332,1111724246.4478076,0.9062710106709265,0.9774089645750331
NLD,14051608509.288347,-19432831576.081036,93011340422.41833,95414940724.5501,0.8850296754964132,0.9755299956047851
NOR,22022723176.96501,-4628604635.966769,46708058865.193726,69360547532.44289,0.9710121711175423,0.9513691389430126
NPL,2879231911.258165,782563316.5020256,9041793153.219032,-748554567.7641494,0.9687759222208696,0.7646398655740636
NZL,19724053252.93016,-671059137.7266892,23831408230.925037,21349545267.421658,0.9460958640809445,0.9830806592586074
OMN,8848389149.067398,2300868846.602965,5382385288.477906,10173430747.825264,0.9843319451258501,0.9294461822933059
PAK,31757396638.481197,-11412945872.105818,68715651624.98277,12395250392.147,0.958201012069425,0.9512109873063604
PAN,4167280627.322469,-4236949614.4195232,16669997804.989618,16391116.779077468,0.8781515481152684,0.8634578291755574
PER,12647944741.469334,-803046630.4431926,43574201136.07083,18768094057.583157,0.9757632482288678,0.9739460784796715
PHL,34450504361.57898,7468164102.09617,69493381390.35202,12927499056.750248,0.8791972221267876,0.9178883085928108
PLW,-2867223.724715514,-13989719.225326445,25387126.267064627,1872522.2021445085,0.7785175211983733,-0.48003664374705335
PNG,1019634842.5224402,-384580630.66216373,1876805000.7325382,5713860670.556413,0.9094096081215421,0.974299994504944
POL,2426067382.975566,-17112966032.716202,90109030450.96881,72696692585.97652,0.9229522028988577,0.9809953540026879
PRT,12203416029.551216,-7238378958.631954,28885589715.268097,10515362473.506407,0.9287144300301071,0.9106485599788011
PRY,-785382021.622561,-942550928.0939338,6548290082.109255,7298949043.921673,0.9832267260339131,0.9879683378539992
PSE,1674269246.3599718,-86385640.69799155,1525566608.1091845,1868576451.7509894,0.9745214195788283,0.9861289939150107
QAT,22480715256.45981,-1898550998.6348717,18581548403.382233,36425210590.596695,0.9850519201629727,0.9597865953301451
ROU,-24380672113.002605,50664960.09427361,40195735634.77422,18258927618.940765,0.9369958374268755,0.9736305121269963
RUS,18368389453.18438,-19726079776.792355,385360152335.58606,309352901497.5031,0.9121086037642965,0.9843063009497229
RWA,940217510.8167595,-75672974.39584611,1569658443.017502,727135076.7255243,0.9815403934552943,0.9401023365430288
SAU,85702195146.63603,-4026405304.6004505,134909333995.55098,59346469379.94051,0.9606204671863041,0.9068473988769744
SEN,1281348901.6582186,-397069856.1777099,3495382023.5737686,2085282049.7210445,0.9709082283936548,0.9737409323591804
SGP,28690426797.04848,-8214598410.479698,42627424945.425514,53906452335.6478,0.8848801826480022,0.9653309248941431
SLB,196133590.01563165,-32677755.51404009,159059336.00777444,126809748.69318025,0.9841254863764863,0.9442855440487347
SLV,1470862860.6304488,-370909099.5724995,2939639157.4468594,3644373868.443726,0.9867534592065043,0.9789712431178972
STP,77620756.358917,-841775.7819449324,-8940367.82416858,50188912.68723338,0.8569446635679998,0.9147324373246628
SUR,24382178.505562205,-66320528.53806361,1032219297.6213988,521276826.0879373,0.9389658449746311,0.9471633456227325
SVK,-1562626095.3560157,-3086529609.4476037,16122040131.519665,14729617168.548811,0.9309781373639869,0.9828986869765072
SVN,-241071581.66243342,-4547811131.901672,5879236375.09401,3719375381.2922354,0.7173517015417961,0.9565789126095459
SWE,25341634477.385017,-11250064461.594215,55965337760.17847,54297859374.8836,0.956566385382336,0.9631961929491113
SWZ,126375274.33880357,71536022.70828499,538634694.7242857,885008385.946412,0.8828717208412216,0.952767548807424
SYC,231911456.54255462,-45348093.9105005,191679851.2621398,70648021.38921326,0.8972130508757823,0.9424416087508742
SYR,241498469.36051372,-264437018.77010894,11510949451.027143,3207571448.9039164,0.778492797035099,0.8011311179009465
TCD,1149121424.1698883,-42462003.68453602,1532118490.1425016,1885615776.5660791,0.9846577257102741,0.9250089252825499
TGO,1057854563.7417816,-52774080.57001912,819316024.591164,226821772.2281804,0.9642521048455633,0.948110027573297
THA,10077542541.556995,-4204727086.003916,61453068338.69469,84044354535.60802,0.931506537139594,0.9831374583375461
TON,32286454.008129727,-22348772.65804562,107546189.10456249,2277556.411650842,0.9518872419935467,0.6945369096370235
TTO,930408736.9142747,-527048363.4570464,5548111894.948222,2572759373.2436256,0.8743156108124983,0.9069822845775125
TUN,3190720195.718216,-658874497.6780475,5438037503.885217,4896782764.965131,0.9914974049428018,0.9856285441893581
TUR,46852437503.0769,-26301460497.434868,223088724122.87393,38008389551.62846,0.967334868079785,0.9605026944581779
TZA,7754611929.141757,991322683.185196,-67940623.66309248,11626732626.279547,0.8973784978262374,0.9514067669805379
UGA,4216877809.644446,414990354.64512813,5542092094.474134,1917608835.9108882,0.9527331447966052,0.9543285813654915
UKR,-7178179621.5868635,-1484994759.8377075,24913498270.086376,22365574621.656048,0.8125431552819453,0.9784602140233457
URY,2762329703.7553396,-608870391.7360097,3870593022.883796,13677587389.074512,0.8531894304652843,0.962916839718852
USA,2669268531643.594,53193562640.76899,2190224497674.3906,1137043555917.4521,0.9809252937580218,0.9759643571251617
VCT,-14222150.290190257,-38279120.60909671,237026007.72276673,-21279571.872144725,0.944688484362333,-0.2399654161341786
VNM,46948590589.44103,-1851683274.5170186,31293695538.90716,35379477961.18051,0.9775293922828403,0.9839031856142895
VUT,155878848.42946818,6659405.547468661,100114446.68114841,41593277.2304732,0.9610925081526701,0.8348832760532895
WSM,120305923.27606061,9652454.318862798,181819777.73981205,-7350839.774080885,0.9711447338560605,0.08425469961928168
YEM,3696716460.060133,3526222536.293109,9709729078.009554,-3244606540.8190365,0.9298810393207466,0.4692667547168074
ZAF,12323532838.719177,-12190605178.648613,58045170592.16564,46696243917.88308,0.9369913996575185,0.9749756030062697
ZMB,1379808196.4573503,-374988178.96121985,3727241720.690887,3701191729.8279138,0.9539749152661969,0.9695772050606624
