Country Code,Year,GDP
AFW,1975,211857725560.1989
AFW,1976,229707957053.82312
AFW,1977,240194349406.14133
AFW,1978,235556796044.5003
AFW,1979,247558986503.21698
AFW,1980,252342900755.6544
AFW,1981,235315052061.80164
AFW,1982,227654988283.50665
AFW,1983,213224263762.4346
AFW,1984,214354366713.9546
AFW,1985,225783550405.13828
AFW,1986,228852876968.34927
AFW,1987,232142660018.74982
AFW,1988,242948549865.9662
AFW,1989,247103031937.8549
AFW,1990,261338873733.52054
AFW,1991,263994746904.16895
AFW,1992,270256324506.73938
AFW,1993,266725339390.88586
AFW,1994,265844227917.50217
AFW,1995,270836441550.61682
AFW,1996,283400368462.98553
AFW,1997,295896431520.04407
AFW,1998,306558488961.47974
AFW,1999,311259954479.919
AFW,2000,323300981738.9085
AFW,2001,340022289698.95013
AFW,2002,373938839287.05695
AFW,2003,394677265173.1508
AFW,2004,426202276015.9041
AFW,2005,451024228913.6143
AFW,2006,475249397511.4959
AFW,2007,501534313377.17664
AFW,2008,533023793380.6153
AFW,2009,566454396917.4407
AFW,2010,605933572285.3169
AFW,2011,635339697254.8645
AFW,2012,668175443165.8636
AFW,2013,709335243186.0938
AFW,2014,751328052455.902
AFW,2015,771766914345.1613
AFW,2016,773007777373.4626
AFW,2017,790708189694.7812
AFW,2018,813201903750.8114
AFW,2019,839491928524.2909
AFW,2020,831063479599.043
AFW,2021,864618743927.3344
AFW,2022,897385026208.9531
AFW,2023,927489896195.9785
AGO,1960,
AGO,1961,
AGO,1962,
AGO,1963,
AGO,1964,
AGO,1965,
AGO,1966,
AGO,1967,
AGO,1968,
AGO,1969,
AGO,1970,
AGO,1971,
AGO,1972,
AGO,1973,
AGO,1974,
AGO,1975,
AGO,1976,
AGO,1977,
AGO,1978,
AGO,1979,
AGO,1980,23063262074.12865
AGO,1981,22048478261.806442
AGO,1982,22048478261.806442
AGO,1983,22974514663.773083
AGO,1984,24352986041.018524
AGO,1985,25205340428.274944
AGO,1986,25936295739.890057
AGO,1987,26995209500.20778
AGO,1988,28649716324.68792
AGO,1989,28661640755.43454
AGO,1990,27672785864.631145
AGO,1991,27947122601.43509
AGO,1992,26315491127.13089
AGO,1993,20004137038.183407
AGO,1994,20272065135.45617
AGO,1995,23312874911.625793
AGO,1996,26470456890.200928
AGO,1997,28395991341.424957
AGO,1998,29728088881.44617
AGO,1999,30376604083.873093
AGO,2000,31304495193.778828
AGO,2001,32621161809.65333
AGO,2002,37079068252.73583
AGO,2003,38187732393.49264
AGO,2004,42369289092.85091
AGO,2005,48737393239.50306
AGO,2006,54366562157.63195
AGO,2007,61983317520.594925
AGO,2008,68906854084.05942
AGO,2009,69499453030.66574
AGO,2010,72556300249.88297
AGO,2011,75075493556.7676
AGO,2012,81488522604.1031
AGO,2013,85525963563.91919
AGO,2014,89650503847.70413
AGO,2015,90496420506.59566
AGO,2016,88161567931.43785
AGO,2017,88031782694.37866
AGO,2018,86872966032.87346
AGO,2019,86262880684.94563
AGO,2020,81399194250.73006
AGO,2021,82375341952.56158
AGO,2022,84883445838.16035
AGO,2023,85733374749.97943
ALB,1960,
ALB,1961,
ALB,1962,
ALB,1963,
ALB,1964,
ALB,1965,
ALB,1966,
ALB,1967,
ALB,1968,
ALB,1969,
ALB,1970,
ALB,1971,
ALB,1972,
ALB,1973,
ALB,1974,
ALB,1975,
ALB,1976,
ALB,1977,
ALB,1978,
ALB,1979,
ALB,1980,4650626378.894803
ALB,1981,4917834409.432723
ALB,1982,5062841517.517052
ALB,1983,5118782790.58601
ALB,1984,5054716276.962412
ALB,1985,5144722777.005321
ALB,1986,5434743310.805876
ALB,1987,5391926084.817541
ALB,1988,5315358596.209045
ALB,1989,5838206447.555771
ALB,1990,5279160805.759934
ALB,1991,3800882718.6877646
ALB,1992,3527709061.9465933
ALB,1993,3864937294.224704
ALB,1994,4185837881.821755
ALB,1995,4743489156.743365
ALB,1996,5175146643.275723
ALB,1997,4610021453.809664
ALB,1998,5017059783.319582
ALB,1999,5663799108.527668
ALB,2000,6057218861.96683
ALB,2001,6559562958.946374
ALB,2002,6857139117.392788
ALB,2003,7236245479.6585045
ALB,2004,7635300387.08491
ALB,2005,8057259479.004593
ALB,2006,8532852033.689517
ALB,2007,9043394715.199516
ALB,2008,9721653065.536135
ALB,2009,10047745438.945171
ALB,2010,10420209148.092852
ALB,2011,10685445792.018269
ALB,2012,10836884503.1437
ALB,2013,10945471986.7318
ALB,2014,11139693788.812449
ALB,2015,11386853113.0189
ALB,2016,11764325094.212866
ALB,2017,12211675169.684458
ALB,2018,12702504600.374044
ALB,2019,12964502337.028353
ALB,2020,12534895529.692387
ALB,2021,13659219676.833162
ALB,2022,14318507636.805494
ALB,2023,14882173624.92183
AND,1960,
AND,1961,
AND,1962,
AND,1963,
AND,1964,
AND,1965,
AND,1966,
AND,1967,
AND,1968,
AND,1969,
AND,1970,859121720.6456589
AND,1971,899066287.4092098
AND,1972,972337883.975212
AND,1973,1048068101.5824898
AND,1974,1106956843.3622212
AND,1975,1112958826.1283903
AND,1976,1149728615.7344074
AND,1977,1182364531.3312323
AND,1978,1199662526.4324503
AND,1979,1200161072.8681154
AND,1980,1226669361.866812
AND,1981,1225044337.8547845
AND,1982,1240314039.451516
AND,1983,1262269064.8795733
AND,1984,1284796612.6489427
AND,1985,1314622305.6383455
AND,1986,1357391200.069683
AND,1987,1432687348.1420245
AND,1988,1505673115.003483
AND,1989,1578352472.2956626
AND,1990,1638036096.1622953
AND,1991,1679740553.0063977
AND,1992,1695348938.0626225
AND,1993,1677861678.4104936
AND,1994,1717848180.079921
AND,1995,1765217871.3590252
AND,1996,1847295889.2900572
AND,1997,2014802622.3506365
AND,1998,2079171403.4093168
AND,1999,2164398280.154131
AND,2000,2240766094.4180665
AND,2001,2422701909.330424
AND,2002,2532846713.485515
AND,2003,2753057566.5731144
AND,2004,2977037419.5986047
AND,2005,3137731825.9057717
AND,2006,3288615581.6283383
AND,2007,3339693968.846328
AND,2008,3154034156.980412
AND,2009,2986780565.706706
AND,2010,2927792903.992187
AND,2011,2927556638.3244386
AND,2012,2781926981.0227532
AND,2013,2683235436.3804183
AND,2014,2750436142.7357154
AND,2015,2789881258.503616
AND,2016,2893376871.7235017
AND,2017,2903390035.7376013
AND,2018,2949518094.6789575
AND,2019,3008967036.9828906
AND,2020,2672445970.8865747
AND,2021,2893905656.789416
AND,2022,3170696511.929717
AND,2023,3252613194.161915
ARB,1960,
ARB,1961,
ARB,1962,
ARB,1963,
ARB,1964,
ARB,1965,
ARB,1966,256199285853.33365
ARB,1967,273551095727.2817
ARB,1968,303097549664.7803
ARB,1969,325720112068.66125
ARB,1970,399838989056.2452
ARB,1971,429596691116.2217
ARB,1972,489396718165.5603
ARB,1973,554286765624.8171
ARB,1974,612377331267.395
ARB,1975,612383036373.3616
ARB,1976,700032908534.0349
ARB,1977,746373226221.8019
ARB,1978,768431858618.3123
ARB,1979,850273302953.3315
ARB,1980,903845785313.1266
ARB,1981,911414248104.6323
ARB,1982,857504338107.7549
ARB,1983,825625404089.3121
ARB,1984,836128745614.2719
ARB,1985,829355258610.4686
ARB,1986,822638537455.1304
ARB,1987,824876561867.853
ARB,1988,851727768014.008
ARB,1989,884396260778.7042
ARB,1990,953797428467.387
ARB,1991,946755977175.5316
ARB,1992,1008968144420.2998
ARB,1993,1041986921474.7021
ARB,1994,1077109752590.9125
ARB,1995,1107404578807.471
ARB,1996,1160861481107.1921
ARB,1997,1224277897659.5486
ARB,1998,1282683498984.8247
ARB,1999,1318491309021.2466
ARB,2000,1402269870797.0417
ARB,2001,1431761053627.6035
ARB,2002,1449362288443.213
ARB,2003,1511413168092.6519
ARB,2004,1648597987325.9749
ARB,2005,1740413142251.4724
ARB,2006,1849980652192.434
ARB,2007,1935262917507.7078
ARB,2008,2042972736955.903
ARB,2009,2056232674655.4065
ARB,2010,2155681654882.2778
ARB,2011,2232625504183.0234
ARB,2012,2344317186668.622
ARB,2013,2404104967387.991
ARB,2014,2464744944259.336
ARB,2015,2544700996740.792
ARB,2016,2636674297888.8486
ARB,2017,2677219844271.1147
ARB,2018,2747631798003.3145
ARB,2019,2791146445688.447
ARB,2020,2659633647264.5806
ARB,2021,2766846308188.478
ARB,2022,2925149568927.991
ARB,2023,2955008072441.9756
ARE,1960,
ARE,1961,
ARE,1962,
ARE,1963,
ARE,1964,
ARE,1965,
ARE,1966,
ARE,1967,
ARE,1968,
ARE,1969,
ARE,1970,14070592923.519506
ARE,1971,19222171570.87942
ARE,1972,26734126557.450806
ARE,1973,47217855773.49347
ARE,1974,54063519989.28825
ARE,1975,57430272383.842285
ARE,1976,66921691091.788025
ARE,1977,81269253400.5128
ARE,1978,79977394650.43394
ARE,1979,96711523265.07724
ARE,1980,119801181757.2782
ARE,1981,125382930472.86967
ARE,1982,116958054931.52524
ARE,1983,111407435350.43964
ARE,1984,115882617750.22087
ARE,1985,111717244267.4569
ARE,1986,95006426303.69884
ARE,1987,98219526263.76918
ARE,1988,95647247523.82005
ARE,1989,107448100937.65207
ARE,1990,127141173333.66579
ARE,1991,128234691613.62523
ARE,1992,132524071337.56133
ARE,1993,134195452926.09909
ARE,1994,143449770711.84152
ARE,1995,153043528503.7873
ARE,1996,161917610688.1976
ARE,1997,175179308486.7701
ARE,1998,175690822156.07114
ARE,1999,180789745160.26773
ARE,2000,200410321454.24722
ARE,2001,203214232274.451
ARE,2002,208159362850.44397
ARE,2003,226478512535.32977
ARE,2004,248144435934.96088
ARE,2005,260192198668.46344
ARE,2006,285788137266.09534
ARE,2007,294888746625.4999
ARE,2008,304301112606.2259
ARE,2009,288346842919.734
ARE,2010,292968610431.1713
ARE,2011,311179896130.51587
ARE,2012,316857313553.7196
ARE,2013,332876224059.3132
ARE,2014,346742821770.77966
ARE,2015,370275469560.1661
ARE,2016,390868305567.669
ARE,2017,393741456191.57764
ARE,2018,398914879841.3493
ARE,2019,403336245487.9897
ARE,2020,383342656303.6292
ARE,2021,400036290943.1556
ARE,2022,430077804411.9101
ARE,2023,445641058027.7772
ARG,1960,150797810295.88416
ARG,1961,158982878499.52405
ARG,1962,157628310158.56668
ARG,1963,149261089202.81174
ARG,1964,164381681831.9179
ARG,1965,181755894112.43298
ARG,1966,180556802912.31104
ARG,1967,186320169964.57614
ARG,1968,195305461613.1561
ARG,1969,214210104570.48184
ARG,1970,220734180309.32224
ARG,1971,233223609573.66916
ARG,1972,237021461356.44754
ARG,1973,243685921868.2263
ARG,1974,257171024124.45163
ARG,1975,257097956426.36252
ARG,1976,251909073021.0384
ARG,1977,269376820356.43082
ARG,1978,257238364643.4741
ARG,1979,283535234199.299
ARG,1980,287841521828.6344
ARG,1981,272903153784.45828
ARG,1982,270895516738.16028
ARG,1983,282677015450.4567
ARG,1984,287117132733.2874
ARG,1985,272218554792.86124
ARG,1986,288969188904.0536
ARG,1987,296785426416.39294
ARG,1988,293550663101.6488
ARG,1989,272541389928.66974
ARG,1990,265817211205.31146
ARG,1991,290094591011.8441
ARG,1992,313120244489.8896
ARG,1993,338817957426.0348
ARG,1994,358592053441.5451
ARG,1995,348389357874.28314
ARG,1996,367643757074.8025
ARG,1997,397463514160.8664
ARG,1998,412766570325.7643
ARG,1999,398792535409.2926
ARG,2000,395646066535.8751
ARG,2001,378202665751.8526
ARG,2002,336999433710.193
ARG,2003,366780211148.6741
ARG,2004,399898899166.7381
ARG,2005,435296589745.3388
ARG,2006,470325565798.35266
ARG,2007,512690850741.5605
ARG,2008,533491913656.2786
ARG,2009,501917060966.2351
ARG,2010,552738161802.4628
ARG,2011,585924294024.7853
ARG,2012,579910247223.428
ARG,2013,593858966307.1565
ARG,2014,578937574935.6956
ARG,2015,594749285413.2124
ARG,2016,582376550428.09
ARG,2017,598790850843.6769
ARG,2018,583118120294.0024
ARG,2019,571450737224.442
ARG,2020,514874343768.06573
ARG,2021,568636554720.066
ARG,2022,598603016935.287
ARG,2023,588959512629.6919
ARM,1960,
ARM,1961,
ARM,1962,
ARM,1963,
ARM,1964,
ARM,1965,
ARM,1966,
ARM,1967,
ARM,1968,
ARM,1969,
ARM,1970,
ARM,1971,
ARM,1972,
ARM,1973,
ARM,1974,
ARM,1975,
ARM,1976,
ARM,1977,
ARM,1978,
ARM,1979,
ARM,1980,
ARM,1981,
ARM,1982,
ARM,1983,
ARM,1984,
ARM,1985,
ARM,1986,
ARM,1987,
ARM,1988,
ARM,1989,
ARM,1990,5839777093.951232
ARM,1991,5156523262.605176
ARM,1992,3001096397.250655
ARM,1993,2736999950.507023
ARM,1994,2884798023.900463
ARM,1995,3083849041.9621873
ARM,1996,3264729146.7809014
ARM,1997,3373153403.749954
ARM,1998,3619393601.8091397
ARM,1999,3738833590.6898937
ARM,2000,3959424772.6572833
ARM,2001,4339529550.803715
ARM,2002,4912347451.420218
ARM,2003,5600076094.695198
ARM,2004,6188084084.572124
ARM,2005,7048227772.272777
ARM,2006,7978593838.175157
ARM,2007,9071661194.128557
ARM,2008,9697605816.562399
ARM,2009,8330243396.359238
ARM,2010,8513508751.097059
ARM,2011,8913643662.285742
ARM,2012,9555426006.056318
ARM,2013,9870755064.256176
ARM,2014,10226102246.627628
ARM,2015,10553337518.414
ARM,2016,10574444193.432463
ARM,2017,11367527508.11347
ARM,2018,11958638938.495953
ARM,2019,12867495497.64695
ARM,2020,11941035821.918497
ARM,2021,12633615899.668158
ARM,2022,14225451502.998127
ARM,2023,15406163977.689413
ASM,1960,
ASM,1961,
ASM,1962,
ASM,1963,
ASM,1964,
ASM,1965,
ASM,1966,
ASM,1967,
ASM,1968,
ASM,1969,
ASM,1970,
ASM,1971,
ASM,1972,
ASM,1973,
ASM,1974,
ASM,1975,
ASM,1976,
ASM,1977,
ASM,1978,
ASM,1979,
ASM,1980,
ASM,1981,
ASM,1982,
ASM,1983,
ASM,1984,
ASM,1985,
ASM,1986,
ASM,1987,
ASM,1988,
ASM,1989,
ASM,1990,
ASM,1991,
ASM,1992,
ASM,1993,
ASM,1994,
ASM,1995,
ASM,1996,
ASM,1997,
ASM,1998,
ASM,1999,
ASM,2000,
ASM,2001,
ASM,2002,744923664.1221375
ASM,2003,752116030.5343513
ASM,2004,755198473.2824429
ASM,2005,752116030.5343512
ASM,2006,721291603.0534352
ASM,2007,734648854.9618322
ASM,2008,715126717.557252
ASM,2009,685329770.9923666
ASM,2010,687384732.8244276
ASM,2011,687384732.8244276
ASM,2012,657587786.2595421
ASM,2013,641148091.6030536
ASM,2014,652450381.6793894
ASM,2015,673000000.0
ASM,2016,661697709.9236641
ASM,2017,615461068.70229
ASM,2018,631900763.3587786
ASM,2019,628818320.610687
ASM,2020,656560305.3435115
ASM,2021,651422900.7633588
ASM,2022,662725190.8396946
ASM,2023,
ATG,1960,
ATG,1961,
ATG,1962,
ATG,1963,
ATG,1964,
ATG,1965,
ATG,1966,
ATG,1967,
ATG,1968,
ATG,1969,
ATG,1970,
ATG,1971,
ATG,1972,
ATG,1973,
ATG,1974,
ATG,1975,
ATG,1976,
ATG,1977,387095908.9935573
ATG,1978,404064146.1943989
ATG,1979,436713652.3791684
ATG,1980,472353897.2043792
ATG,1981,490375108.40087736
ATG,1982,489961962.3539704
ATG,1983,516242438.3289002
ATG,1984,568719298.6054956
ATG,1985,612191037.5234025
ATG,1986,682557487.2470388
ATG,1987,727784182.8243734
ATG,1988,765727808.2650831
ATG,1989,805945565.0436345
ATG,1990,830215153.1796368
ATG,1991,848287550.612035
ATG,1992,858115307.9048301
ATG,1993,903426095.155429
ATG,1994,963738105.6844276
ATG,1995,921725174.4896699
ATG,1996,982603889.7732754
ATG,1997,1036364062.1070772
ATG,1998,1085396819.9395456
ATG,1999,1125640169.836047
ATG,2000,1195469164.0827336
ATG,2001,1141098413.0778394
ATG,2002,1152820061.0989335
ATG,2003,1222875737.2474627
ATG,2004,1293395745.678799
ATG,2005,1377129115.291743
ATG,2006,1552134855.833756
ATG,2007,1696721347.6123555
ATG,2008,1696483697.2313912
ATG,2009,1493533928.0476995
ATG,2010,1376434444.9473863
ATG,2011,1349473923.2669282
ATG,2012,1394989455.4611268
ATG,2013,1386609537.4123595
ATG,2014,1417273748.8761513
ATG,2015,1437755555.5555553
ATG,2016,1496700162.354083
ATG,2017,1533568876.840893
ATG,2018,1640200774.6996615
ATG,2019,1691054300.0662863
ATG,2020,1371776497.480488
ATG,2021,1484148566.079468
ATG,2022,1625386015.5663264
ATG,2023,1688158621.5782309
AUS,1960,204556496020.6162
AUS,1961,209634264251.72433
AUS,1962,212347394915.94693
AUS,1963,225547290344.07495
AUS,1964,241290865664.32587
AUS,1965,255720398204.70938
AUS,1966,261804000641.52618
AUS,1967,278310424154.66364
AUS,1968,292486739692.21136
AUS,1969,313093232453.28546
AUS,1970,335559847086.2011
AUS,1971,348984184857.7517
AUS,1972,362631046662.09735
AUS,1973,372130520889.69366
AUS,1974,387414341096.2099
AUS,1975,392589303732.4469
AUS,1976,402751234563.4215
AUS,1977,417230643180.12115
AUS,1978,420958560166.31433
AUS,1979,438009144460.7984
AUS,1980,451305594857.17944
AUS,1981,466379040331.5418
AUS,1982,481887942318.35657
AUS,1983,471169061968.5184
AUS,1984,492813360779.0936
AUS,1985,518826292325.4617
AUS,1986,539404649863.9984
AUS,1987,553211370887.306
AUS,1988,585064279420.7928
AUS,1989,607725922300.8422
AUS,1990,629466776079.6704
AUS,1991,627060575115.8547
AUS,1992,629746209994.4159
AUS,1993,655230327244.4578
AUS,1994,681311039099.6658
AUS,1995,707786283507.272
AUS,1996,735134359250.4105
AUS,1997,763901984857.9314
AUS,1998,799524373774.5416
AUS,1999,839721933537.8434
AUS,2000,872651653770.258
AUS,2001,890323770708.0662
AUS,2002,925754967998.7979
AUS,2003,954367849882.3635
AUS,2004,994683066030.8214
AUS,2005,1026057036344.2982
AUS,2006,1054328458936.161
AUS,2007,1094111663603.9135
AUS,2008,1133349428616.5676
AUS,2009,1154798699180.0093
AUS,2010,1180435002406.503
AUS,2011,1208849019421.6797
AUS,2012,1256196122893.8367
AUS,2013,1288884775424.0566
AUS,2014,1322334997273.4114
AUS,2015,1351296372254.314
AUS,2016,1388583854795.632
AUS,2017,1420237898460.7302
AUS,2018,1461119016244.3132
AUS,2019,1492847874023.8855
AUS,2020,1491062566266.518
AUS,2021,1522541404227.634
AUS,2022,1587133480804.5327
AUS,2023,1641762491418.8457
AUT,1960,83828672830.72664
AUT,1961,88471087393.67815
AUT,1962,90814399067.63313
AUT,1963,94572541903.64693
AUT,1964,100364498908.49316
AUT,1965,103857359026.07846
AUT,1966,109717885860.97495
AUT,1967,113018252310.35944
AUT,1968,118072782054.94882
AUT,1969,125482873016.00081
AUT,1970,134420861837.43198
AUT,1971,141296446649.86166
AUT,1972,150067933804.40466
AUT,1973,157406910004.14252
AUT,1974,163612107156.82455
AUT,1975,163016992180.11557
AUT,1976,170480635467.26987
AUT,1977,179141019329.4843
AUT,1978,178763651805.12494
AUT,1979,188339484767.77808
AUT,1980,191600555070.28708
AUT,1981,191324086648.20114
AUT,1982,195172100364.97968
AUT,1983,200974738503.1207
AUT,1984,201077788950.88904
AUT,1985,206102076058.43436
AUT,1986,210845294703.4492
AUT,1987,213706819428.4281
AUT,1988,220750340111.98276
AUT,1989,229331070934.26636
AUT,1990,239296977562.90228
AUT,1991,247532687599.6398
AUT,1992,252714846186.87924
AUT,1993,254046171785.08508
AUT,1994,260148662438.99484
AUT,1995,267089385643.72025
AUT,1996,273007465269.5921
AUT,1997,278865754355.3011
AUT,1998,288606201307.4847
AUT,1999,299463348574.7987
AUT,2000,309014799991.68036
AUT,2001,313084486617.41547
AUT,2002,317731815610.85803
AUT,2003,321358930858.67755
AUT,2004,329602607197.9698
AUT,2005,337250591613.84985
AUT,2006,348276446973.2608
AUT,2007,361424665131.86475
AUT,2008,366677270021.06866
AUT,2009,353527252232.55615
AUT,2010,359922498957.7862
AUT,2011,370459114608.07605
AUT,2012,372786509841.892
AUT,2013,371851835102.0846
AUT,2014,374662287839.1951
AUT,2015,379546097300.6326
AUT,2016,387581921933.0467
AUT,2017,396388752620.7205
AUT,2018,406235924727.3662
AUT,2019,413365269561.5494
AUT,2020,387247796564.0865
AUT,2021,405817602863.18805
AUT,2022,427236226636.13214
AUT,2023,423156281454.21027
AZE,1960,
AZE,1961,
AZE,1962,
AZE,1963,
AZE,1964,
AZE,1965,
AZE,1966,
AZE,1967,
AZE,1968,
AZE,1969,
AZE,1970,
AZE,1971,
AZE,1972,
AZE,1973,
AZE,1974,
AZE,1975,
AZE,1976,
AZE,1977,
AZE,1978,
AZE,1979,
AZE,1980,
AZE,1981,
AZE,1982,
AZE,1983,
AZE,1984,
AZE,1985,
AZE,1986,
AZE,1987,
AZE,1988,
AZE,1989,
AZE,1990,20240091907.576733
AZE,1991,20098411228.661938
AZE,1992,15556170225.374197
AZE,1993,11962695102.612385
AZE,1994,9606044019.069437
AZE,1995,8472530910.535721
AZE,1996,8582673761.930479
AZE,1997,9080468852.821184
AZE,1998,9988515702.829031
AZE,1999,10727665994.647696
AZE,2000,11918436828.164114
AZE,2001,13098362058.102568
AZE,2002,14334705485.385927
AZE,2003,15798035139.510815
AZE,2004,17259953999.187225
AZE,2005,22086102614.13002
AZE,2006,29705808016.00488
AZE,2007,37132259975.91326
AZE,2008,41127311680.07785
AZE,2009,44950656172.18016
AZE,2010,47220189860.765785
AZE,2011,47267410115.70758
AZE,2012,48290862738.26815
AZE,2013,51096465688.5745
AZE,2014,52501877459.74436
AZE,2015,53076235354.74602
AZE,2016,51430872122.24258
AZE,2017,51533733835.092964
AZE,2018,52306739842.619354
AZE,2019,53614408373.95911
AZE,2020,51308988759.027374
AZE,2021,54190732985.912254
AZE,2022,56745718946.45793
AZE,2023,57383526259.1424
BDI,1960,798536036.4568166
BDI,1961,688768194.4307325
BDI,1962,751192343.6902244
BDI,1963,782257207.623602
BDI,1964,831328498.7401227
BDI,1965,864309175.839385
BDI,1966,904179696.7166746
BDI,1967,1029151061.6946675
BDI,1968,1026085388.7065136
BDI,1969,1011109250.3016102
BDI,1970,1226735079.7704759
BDI,1971,1260431391.163484
BDI,1972,1179713806.9812968
BDI,1973,1260984889.4828515
BDI,1974,1251819552.425837
BDI,1975,1260556254.4031155
BDI,1976,1360677964.1039014
BDI,1977,1516740284.2756634
BDI,1978,1502474189.3552303
BDI,1979,1527489707.7469099
BDI,1980,1542627981.9459476
BDI,1981,1730262074.407314
BDI,1982,1712032036.3021946
