Country,Best Alpha,Population_Coeff,Inflation_Coeff,Import_Coeff,Export_Coeff,Test_Score,Export_GDP_Correlation
CRI,0.5,0.00013660488157087993,-0.000939853324288186,0.01556803530123252,0.006524282064672761,0.8594306371180717,0.9392693833190807
CYP,1.0,1.4279227615462994e-05,-4.279549028937624e-05,0.006904936172707135,-0.0007912590611247343,0.9391519051736406,0.6030705950483519
CZE,0.001,0.010670281832523163,-0.15124631311507564,0.1237972619946318,-0.1600946653953664,0.9764204299274725,0.977855168173716
DEU,5.0,7.62816752257894e-05,-5.7907786281006395e-05,0.5353692615316861,0.1911832504601188,0.9163776712597345,0.9726337873589469
DJI,0.001,0.0018728793105704956,-0.00242156549615703,0.0006426969910179059,-0.00018467426481727717,0.8532768179427903,0.8432795117044751
DMA,0.001,-1.7669180552915567e-06,-0.0020001332137198507,0.0001520753407852282,-6.8659327097010914e-06,0.965732669845303,-0.4080548614862402
DNK,1.0,0.00018078151488022347,-0.0001906677283408487,0.08019339013349569,0.030975747581120244,0.9635618441336287,0.9911032064501535
DOM,0.001,0.11532497029788884,-0.027966225879936885,0.014783074881278852,0.036942968908458065,0.9610481712877267,0.9299070072355619
DZA,0.001,0.11137827359734226,-0.1110104447692032,0.05497335670374026,0.020115464386029812,0.9648443776314802,0.8550185415714603
ECU,0.01,0.07105763738968222,-0.0365578788043734,0.003950931311851327,0.05343909883083852,0.931245738493634,0.9642139366368242
EGY,0.05,0.17871438922899788,-0.08773485514843501,0.07739975412489197,0.001998483127760371,0.9275289210527841,0.9255420255420855
ESP,0.1,0.06212817522155173,-0.021586648686151295,0.39561792202386586,-0.048294600874722926,0.9921734628545291,0.9014393887684105
EST,0.01,-5.623870625871303e-05,-0.005903572569036274,0.00510127923571004,0.008736030943369427,0.9617620733741212,0.9741396250999013
ETH,0.001,0.10773265954400578,-0.04374717229636427,0.01122043541846462,-0.001582739867472699,0.9056148032233258,0.8891284600842827
FIN,0.001,0.03210277142580587,-0.28973592621164446,0.1059029790175222,-0.1435840038187789,0.955515354441605,0.9054509947005501
FJI,0.1,1.2851907315818696e-05,-0.0003322356414142437,0.0014031125030976623,-0.0005060705827497785,0.967324055346241,0.9012778022042609
FRA,1.0,0.02246540099681105,-0.0016267081287819857,0.6270684436367702,0.1802504740731618,0.9905067307852193,0.9763993530534548
FSM,0.001,1.5282393392217802e-06,-0.0006384435937329762,8.151997378666058e-05,1.8506839973757025e-05,0.8515558750421262,0.7871910872229329
GAB,0.001,0.015864474704734618,-0.008098318006853237,0.003980194465518426,0.0026689129083576554,0.9790694953054169,0.9047872712711783
GBR,0.001,-1.330822491763618,-1.5918754307623137,0.9039340606682923,-0.10134737462210841,0.9333185981396193,0.9321395902388756
GEO,0.5,-1.2254983572796427e-05,-0.0001585372385051284,0.0043724709541225985,0.0005549264215950722,0.9909921695876956,0.9535802198364846
GHA,0.1,0.0126213030683398,-0.009040961185364646,-0.001104253378035773,0.044500578067026474,0.9897170048129299,0.9743906646090361
GMB,0.001,0.006767584397608623,-0.0016982842786662437,0.0004577521987491368,-9.214337359587745e-05,0.7527588137228582,0.4929971903173083
GNB,10.0,6.937460809579855e-07,-7.295710041516018e-06,0.00021693012501874698,7.412585093183767e-05,0.7162033966471384,0.8736087109373438
GNQ,0.001,0.046358497015306706,-0.004825908958501419,0.0018662989089805316,0.005802467059493954,0.903192415111058,0.9645294122978415
GRC,0.5,0.000580731804749565,0.0008228704743288416,0.06662129227367038,-0.04270618965042,0.9804789746968059,0.45338033007754747
GRD,0.001,6.834177316391403e-06,-0.000740371434346503,0.00032997709482161054,-2.7477350848077134e-05,0.9723502707442974,-0.44192025062231705
GTM,0.01,0.0189898888355402,-0.0032661328004570645,0.003094922845957115,0.049348305087988986,0.9114645265553288,0.9729122031820994
GUY,0.001,-0.000651040465001006,-0.018272156033831113,0.0005983713401516069,0.0009767557796424413,0.7361415882935676,0.8659397570205825
HKG,0.05,0.012025660940618818,-0.047919644762387595,0.04830140231991407,0.1267188598049078,0.8654488070524478,0.9765824725344772
HND,0.05,0.0008843933461085533,-0.0018201615806283436,0.0022043888688242936,0.013681852181251217,0.9178303666022753,0.9771635125200828
HRV,0.5,4.879708323209004e-05,-0.00013649863665929812,0.013868627590387917,0.001531826921954187,0.984107126919218,0.908558548628216
HTI,5.0,8.451489708577777e-05,6.377953492171859e-07,0.0038516739128083557,0.001542045401001717,0.9068097803054883,0.9543080247515401
HUN,1.0,-3.260925068869849e-05,-0.0004107212271037939,0.03282062653853497,0.012285432970862278,0.9538169752589148,0.9808946667021391
IND,0.005,0.03491006000114255,-1.490807071397848,-0.5633341571975411,3.251829556175816,0.9629354153470749,0.9737312813095824
IRL,1.0,0.0008649174102160292,-0.0015491719668419125,0.11416195204918168,0.05731896163082529,0.9602700516784326,0.9782870885343422
IRN,10.0,0.007285847134684425,-0.00017870048267024934,0.08651426859537165,0.04693511344198159,0.8441700255399281,0.9380697539442716
IRQ,0.001,0.17057194209364346,0.005899043343199281,0.01998036214481024,0.0873976832676342,0.9820333337478885,0.9803546863098588
ISL,5.0,1.3199895358495507e-06,-7.3117218047726225e-06,0.004305157378732697,0.0010660233619173628,0.8782127376903969,0.8573929199139834
ISR,0.001,1.4348946397989042,-0.5417437262290654,0.16869107845412123,-0.23115719266548643,0.8056258520482454,0.783962561103703
ITA,0.004,0.5460116536353147,-0.282970260151872,0.5627778407247442,-0.25855793346059935,0.9723534624293244,0.9281151760902298
JAM,0.001,0.019387729223889406,-0.009035329490642532,0.004653698876701098,-0.0037315042115826183,0.9655559918916142,0.7581832549080855
JOR,0.001,0.17281161012710028,-0.043841066999769786,0.01612840777333987,-0.017360532370970475,0.8905634459570139,0.9496555491126315
JPN,1000.0,1.72639355217882e-05,-4.077958498921991e-06,0.004256118399665337,0.0012298124119866822,-0.006485849345709838,0.6330419562449834
KAZ,0.001,0.768071467626957,-0.04554238475769183,0.026198008491658133,0.05392923565255284,0.7340189296160884,0.9420283486176032
KEN,0.001,0.15047212271557106,-0.0396438333569266,0.040955703701092736,-0.0854246805628482,0.9749389854007573,0.9261414215003084
KGZ,5.0,1.1261406743756197e-05,-3.18004508397979e-05,0.0015436960925833776,0.00042708887347552786,0.7717140166588367,0.916414893767191
KHM,0.002,0.04023274175027106,-0.00753981183573409,0.00225121699874525,0.011997590341457663,0.9478545550358954,0.9787159727778578
KNA,0.001,1.4743303492785446e-06,-0.0010489452007692382,0.00023215431177543122,0.0004665680821230147,0.9810192831782083,0.9436133814827453
KOR,0.001,3.703638464401419,0.22994464327329012,-0.0861041759391271,1.2568035161705995,0.9606030768205533,0.9788790805655294
KWT,0.004,0.021557680192163222,0.008230078919836487,0.02479461152976003,0.052277459997959685,0.9861657461747949,0.9685392576802455
LAO,1.0,6.280521833718785e-05,-0.000356379196888412,0.004822851776423209,0.0018712180744532322,0.9627459210501935,0.9681739813737474
LBR,0.001,0.005770098577543146,0.0027463398130317244,0.000759355291725213,0.0004496038162810463,0.8683250844047313,0.8045360251990817
LBY,1.0,0.0005700269849810709,0.002687248025364174,0.005640397057441209,0.009637568945260355,0.9211665493172454,0.8656249640039103
LCA,0.001,5.2728047449403694e-05,-0.0024558270122313447,0.0006426327759900557,-0.0002604731353065483,0.8555558391719478,0.46722752024427827
LKA,0.001,-0.183595654593491,-0.10138534082191508,0.03229676519941825,0.003543622925544875,0.9626740296247785,0.9531263526967532
LSO,0.1,8.2278003110214e-06,-0.0001376950920081622,0.0005719543648254117,0.0005584387381692618,0.982247068303111,0.9758313581248051
LTU,0.001,-0.011760544741006608,-0.012367080402070438,0.012799717939561157,0.0029627435255531183,0.9910177351599394,0.977249250667759
LUX,0.001,0.023302017270417662,-0.11333793083156248,0.05837756596787762,-0.09925540489743771,0.8971728408639038,0.6836706530358231
LVA,0.01,-0.0006065264302074756,-0.004167066767721631,0.00964910456001018,-0.00388355436618233,0.9373198640112124,0.9462801269888715
MAC,5.0,1.965093843102376e-05,4.3191830784081e-06,0.010704625784454734,-0.005573525788776526,0.7186063787241738,-0.6368895654426079
MAR,0.001,0.19125154935939592,-0.028493486978441843,0.019536479968116235,0.014675274997783814,0.9774617053089232,0.9807798379831851
MDA,0.001,-0.0023197630581819166,0.00018708629378770292,0.0006085077276186507,0.007223975303396477,0.9688267423124636,0.9907201907622822
MDG,0.01,0.0014271176080066497,-0.0006794503111130847,0.0019799638888998617,0.0026534565790506293,0.9629428237291345,0.9498190340943975
MDV,0.007,6.183283308279688e-05,-0.0007754048523894414,0.0014407480239741316,-0.00027956027730057425,0.9906302801108989,0.8953656559750487
MEX,0.001,0.592116995312036,-0.46471824823504515,0.42891632460932366,-0.4494045817633082,0.9731211693178206,0.9614029050475251
MKD,1.0,-1.089036143582091e-06,-2.1396597317467555e-05,0.002386162334835125,0.0005784170981523147,0.9811669341983283,0.961814138845608
MLI,0.001,0.023752892699558822,-0.008274218003405312,0.003960337092876099,-0.0006945713713904095,0.9874860720347216,0.9759166004801804
MLT,0.1,6.471026944101253e-05,-0.00012058887058523677,0.007093250155023894,-0.0051807559360734345,0.8710950606045162,0.5805104347307836
MMR,0.5,0.003946290338999197,-0.004011995705969304,0.013530522535848931,0.02414122740310622,0.9662030069786252,0.9722674516280251
MNG,0.001,0.003785737803605575,-0.0005305668571965642,0.001400430322086014,0.004689672010717601,0.9503360738924193,0.9683247110393386
MRT,1.0,3.442118044044273e-05,-2.7764449214965316e-05,0.001502249114221486,0.0017306768996891216,0.9610158046966305,0.9595914210785611
MUS,0.001,0.0014931835741039574,-0.007263468774848117,0.004919867687869538,-0.002239860194321557,0.9830859647284675,0.8879472001898642
MWI,0.001,0.024162902252652513,-0.008429961081779853,0.0011600915272796408,0.002874648644495111,0.9302052647651631,0.8970370478590322
MYS,0.001,-0.1279169775801395,-0.10350689259479699,0.10855320096696378,0.005714471637695643,0.9448903591011231,0.9784833304101277
NER,10.0,0.00012396385984993918,-1.531047824169317e-05,0.0023885554008599257,0.0007668424598547179,0.7783194001943485,0.9177437889407895
NGA,1.0,0.09178362879124333,0.00036410345898369665,0.10897167622878372,-0.0016057912810274475,0.9550305703465692,0.820488223265445
NIC,0.1,0.00011749855805722198,-0.0003620376820635982,0.001617408313505717,0.004266010125834187,0.9748497824804816,0.9774089645750328
NLD,1.0,0.0007452317808108517,-0.0007354496798954316,0.17403359268238833,0.06691579645452296,0.9121586527933897,0.9755299956047856
NOR,1.0,0.00027402893062926956,-0.00011892683966788637,0.1117051595300801,0.0744131409923338,0.9774652076382766,0.9513691389430124
NPL,0.1,0.0038050297751683238,0.0005461704137973135,0.006135914335219473,0.0005970311158012872,0.9960551998374153,0.7646398655740639
NZL,0.001,0.1460567034633114,-0.031233159212249208,0.04759797605933872,0.05935604719473006,0.8720323353701183,0.9830806592586071
OMN,0.001,0.13401600995907284,-0.012378322999981223,0.016936275197701696,0.019013833134256284,0.9387183464922894,0.9294461822933063
PAK,0.004,0.11634812824440602,-0.3026437314116776,0.07202448917039492,-0.07522571191897982,0.9741991703892203,0.9512109873063609
PAN,0.5,0.00040375629506161464,-0.0013081032471153322,0.021137897422662442,-0.00841082663157743,0.7333868640809538,0.8634578291755577
PER,0.001,0.2017300708006348,-7.333468808488687e-05,0.06411872728884487,-0.01997137258460612,0.9809772626242989,0.9739460784796716
PHL,0.004,0.20127701251406335,0.17628696181346548,0.0790569041415375,-0.04972667930440963,0.9217976590128624,0.9178883085928106
PLW,0.05,-4.212792777435077e-09,-2.417282755235601e-05,6.320239136643844e-05,-7.129436574304126e-06,0.9738411667911369,-0.48003664374714555
PNG,0.5,0.0005423204570878981,-0.0001694285607075204,0.0025618815556220733,0.01276291039171166,0.9341316298263709,0.9742999945049436
POL,0.007,0.023233961702627398,-0.19738261124900552,0.17281742815031093,-0.09620363429521098,0.9903898104246908,0.9809953540026879
PRT,1.0,0.0001612215863517081,-0.000317933119930461,0.050247486978508935,0.012913437669543995,0.9434098274358742,0.9106485599788011
PRY,0.001,-0.04800227000809047,-0.02063866040365789,0.005117864564324559,0.018939046453096443,0.9835335538600063,0.9879683378539995
PSE,0.001,0.006391214485100361,-0.002143803843836595,0.003341327643989399,0.0053369802834219516,0.9832613505307699,0.986128993915011
QAT,0.01,0.03779696405255133,-0.13227178920572216,0.0386357795409303,0.06189829161582554,0.9525877766387649,0.9597865953301457
ROU,0.1,-0.0016755575393486643,-0.003787589560720943,0.05827631157266729,0.01184306738621265,0.9802117360821642,0.9736305121269959
RUS,5.0,-0.0022710455814777056,-0.009842194711836815,0.36778657355784466,0.12152405317203208,0.9574971453180136,0.984306300949723
RWA,0.001,0.02442223107475316,-0.0027304640011825074,0.0018682658197986003,0.0010522877677270636,0.9860430746786173,0.940102336543031
SAU,0.05,0.3198795965493335,-0.014552954816735535,0.23986706879078845,0.06286257162164083,0.9697772883011307,0.9068473988769744
SEN,0.001,0.019072984177119175,-0.017710913653731723,0.003415825254871621,0.003982926588303793,0.9717119815550003,0.9737409323591804
SGP,1.0,0.0015071086443336548,-0.002405299571822221,0.08580365367925916,0.038502206444044146,0.8985692017622774,0.9653309248941428
SLB,0.1,1.1685990797044011e-05,-0.00013661248837604716,0.00041328568555744604,5.768150367683912e-05,0.9423501584042353,0.9442855440487401
SLV,0.001,0.02730357807592924,-0.02440447603350995,0.004849522810816572,0.006961059381444785,0.9843553164233679,0.9789712431178973
STP,0.001,2.116178771985626e-05,-0.00021900009735174132,1.3797097352531307e-05,0.00022177038136026754,0.6855396659067723,0.9147324373246822
SUR,0.002,-0.00010554130464253956,-0.0002642620213148877,0.0015644101129538319,0.0007608107655201206,0.9272272118645108,0.9471633456227322
SVK,0.003,-0.001808472434321908,-0.05117142856432614,0.03305804217681161,-0.018285445705628817,0.9516953878581765,0.9828986869765071
SVN,0.002,3.233241175147228e-05,-0.0888315891284072,0.01269691714870618,-0.007884092118449572,0.9360690701912986,0.9565789126095456
SWE,0.001,0.16377946290818501,-0.45292832005632294,0.19049609818522947,-0.1252874364975917,0.9280806395704434,0.9631961929491113
SWZ,0.002,-3.492838889537877e-05,0.0029667531758774545,0.0002475418423890277,0.003519676143925609,0.8953140018017558,0.9527675488074211
SYC,0.007,9.129181118623512e-06,-0.001999382507380683,0.00035684651500619743,0.0001290082997810165,0.8704744218939992,0.9424416087508711
SYR,0.001,-0.011741893580101416,-0.006933743959628551,0.006055306562856101,0.0006128390907862659,0.786954166869762,0.8011311179009465
TCD,0.001,0.02307402033097758,-0.0013539524192926733,0.002240513668857408,0.003076975205095546,0.9708317437881401,0.9250089252825503
TGO,0.001,0.031333669650961855,-0.002612342407656928,0.0015443966661253356,1.1652541976132554e-05,0.9587016594253113,0.9481100275732953
THA,0.001,-0.03155213791271931,-0.19726205587596515,0.0010157163000218592,0.3621777716139306,0.9409137163395304,0.9831374583375458
TON,0.05,9.475039948052424e-08,-0.00011831577978161865,0.00014759534061457651,2.373560933522119e-05,0.9546070484488823,0.6945369096370173
TTO,0.05,0.00023371046941593883,-0.005236586360578333,0.008036150348302925,0.0019867322665869346,0.888557996471282,0.9069822845775121
TUN,0.001,0.07170811546921084,-0.07851148046653354,0.010427607378423142,0.005629533060323295,0.9911689734282865,0.9856285441893582
TUR,0.001,0.3445236354876349,-0.12532452451430517,0.35760358746452864,-0.35243965237646546,0.9682203178277363,0.9605026944581778
TZA,0.001,0.05549489415202471,0.027718118034778506,-0.004263938767606716,0.04083034740020594,0.9033915023539602,0.951406766980538
UGA,0.002,0.04575718075572616,0.0028413544844984296,0.008319252994372443,-0.002452430448227929,0.961571331884616,0.9543285813654914
UKR,1.0,-0.0009168451144517868,-0.0013455297010334104,0.02691545270571096,0.011898804452403986,0.9745173994083619,0.9784602140233456
URY,0.05,0.0003957397090793761,-0.010817809923940885,0.002232755368090795,0.043772179342506067,0.8583686296047648,0.9629168397188521
USA,0.05,6.20479375837264,-0.0832510303252989,3.9415498837384835,-0.007578608488052616,0.9747984877436354,0.9759643571251617
VCT,0.05,-4.07508977974834e-08,-0.00012889111007437158,0.0002862279225936964,-4.714374012588707e-05,0.9477286245193496,-0.23996541613411462
VNM,0.003,0.5276326060225883,0.04864694719624587,-0.010226305711453294,0.15147193908424428,0.9836883598008943,0.9839031856142896
VUT,0.001,0.00023908739465413825,-0.000739541555101444,0.00026845289069041056,8.861507687792851e-05,0.930506554610593,0.8348832760532775
WSM,0.001,2.6048257131447433e-05,6.0678478980361203e-05,0.00031089559032850244,-4.215376995279143e-05,0.9449855058997032,0.08425469961928235
YEM,0.001,0.015126475100919665,0.059824463774411814,0.008112628036309048,-0.0008626240208113043,0.9076310656255853,0.469266754716807
ZAF,0.001,0.15774807937450552,-0.48325168039814026,0.06370521916076702,0.09324657147296271,0.9334383004767041,0.9749756030062695
ZMB,0.5,0.0004482939224846657,-0.0014833887469545939,0.005880663440294345,0.004362942870346802,0.9832604625669447,0.9695772050606619
