Country,Population_Coeff,Inflation_Coeff,Import_Coeff,Export_Coeff,Cluster
CIV,0.0025656407740197,-0.0004525794170823,0.0133527909627578,0.0073823790963462,6
CMR,0.0022506074032453,-0.0005318642849645,0.0101052678290472,0.0012453250775305,2
COD,0.0013800125757462,-2.525642418631527e-05,0.0094599927319958,0.0042853935129246,0
COG,0.0003006637496924,-4.932850911634304e-05,0.0021692021657581,0.0064948308848924,4
COL,0.0080781993454391,-0.0034652966410088,0.0876011064885556,0.0473450145645275,6
CPV,2.226049406132932e-07,-6.037816043746979e-06,0.0005033834257372,0.0002811614834992,6
CRI,0.0001192174503663,-0.0007025211572052,0.0153427687722664,0.0063639692683831,0
CYP,1.4279227615462994e-05,-4.279549028937624e-05,0.0069049361727071,-0.0007912590611247,5
CZE,4.456501286324869e-05,-0.0004151164116013,0.0536920044341058,0.0190709133454413,0
DEU,0.0017789143744342,-0.0012411817976647,0.7133835738339951,0.2522964336054755,0
DJI,2.451829330377112e-06,-4.095285367573185e-06,0.0005115364908827,-0.0001300215336698,5
DMA,-4.028240998583252e-09,-5.09434707879853e-06,0.0001515626802537,-6.280264088631994e-06,5
DNK,0.0001807815148802,-0.0001906677283408,0.0801933901334956,0.0309757475811202,0
DOM,0.0003073104050122,-0.0013700706092207,0.0218326444429894,0.010782087680944,6
DZA,0.0076465383991119,-0.0025250550699681,0.057510872980905,0.0235369615183425,0
ECU,0.0014947176517651,-0.0034318419628712,0.0225819756494719,0.0122643528398584,6
EGY,0.0417892645342444,-0.0077453016966022,0.0807975445547976,0.0321526763448073,3
ESP,0.0137285385621922,-0.0023744091793096,0.3221746364193288,0.083272085576648,2
EST,-2.37284979419895e-06,-0.000133693582861,0.0069806197408828,0.0031177203920391,0
ETH,0.0090669508013725,7.183201257385413e-05,0.0232683360313294,0.0104305776228588,3
FIN,0.0001591335016546,-0.0004174218708371,0.0581472688145289,0.0107460454754288,2
FJI,1.8697909162820304e-06,-3.654710188726878e-05,0.0011832143858806,0.0001366605671677,2
FRA,0.022465400996811,-0.0016267081287819,0.6270684436367702,0.1802504740731618,2
FSM,8.682087226818846e-10,-8.791372773127406e-07,5.4978174838098834e-05,2.9309685983223144e-05,6
GAB,3.3105642008013906e-05,-0.0001335230854064,0.0041001667613045,0.0022008904129553,6
GBR,0.0235517349374981,-0.0012108654469692,0.653121733354496,0.1822981265085684,2
GEO,-8.990519048531888e-06,-9.916806312197372e-05,0.0040780724021407,0.0010168698727869,2
GHA,0.0026851778489104,-0.0019671162805345,0.0098582887668256,0.0198470051385551,4
GMB,9.896044638613757e-06,-4.214309397462958e-05,0.0004736248665176,-4.601870862672838e-05,5
GNB,2.2263862179491125e-06,-7.846274297320723e-06,0.0002728413807866,0.0001482317208345,6
GNQ,5.925769956813914e-05,-5.27788765758518e-05,0.0026630298554777,0.0039411673746091,1
GRC,0.0003559578869998,0.0005140045058852,0.0588602328415444,-0.0258652414614254,5
GRD,3.0338481863536505e-08,-6.224389755799545e-06,0.0003190381368143,-2.5272634706734336e-05,5
GTM,0.000676092380785,-0.0003148387840896,0.0170701137639118,0.008262839684992,0
GUY,-5.832371039563616e-07,-3.846712401217768e-05,0.0007026259772916,0.0007217474610068,1
HKG,0.0011251102143237,-0.0032818950081558,0.0786475152458025,0.0353253890500709,0
HND,0.0001379394710149,-0.00023795243967,0.0054259166686988,0.002723095673103,6
HRV,1.5849838770417664e-05,-8.864120675160053e-05,0.0129199061130712,0.0029303555202494,2
HTI,0.0002007124907647,0.0001025700537721,0.0042880776963473,0.00226698051495,6
HUN,-3.260925068869849e-05,-0.0004107212271037,0.0328206265385349,0.0122854329708622,0
IND,0.1274717121144438,-0.0086863868763604,0.3859628792662051,0.2186928162238342,6
IRL,0.000864917410216,-0.0015491719668419,0.1141619520491816,0.0573189616308252,6
IRN,-0.0030244092959064,-0.0035616628359954,0.1044153469863318,0.0831546872150638,6
IRQ,0.0033027960498119,-8.69098347346793e-05,0.0504267060379745,0.0383785736451203,6
ISL,2.335563541227274e-06,-1.489084454775932e-05,0.0056714140360489,0.000859058913948,2
ISR,0.0032186024791039,-0.001219724982371,0.1094266699947755,0.003846106539359,2
ITA,0.0066447969880883,-0.0014457336538834,0.4015682347519752,0.1115183347060653,2
JAM,3.002923114128186e-05,-0.0006245290871111,0.003973413064705,-0.0009661150848946,5
JOR,0.0006807633829832,-0.0003895927653109,0.0114101921059037,0.0036318203437781,0
JPN,0.0067832361136886,-0.0070929282357739,0.3870154654155723,0.172622760388853,0
KAZ,0.0015157473725424,-0.0003874615577466,0.0433843401310917,0.0232132347044753,6
KEN,0.0042520279905631,-0.0010983452988846,0.0241755054657266,0.0060939484402741,2
KGZ,3.316841228611844e-05,-0.00011340711251,0.001834084168561,0.0003517002541023,2
KHM,0.0001891980514206,-5.576469167274404e-05,0.0055986961432721,0.0042590923514644,6
KNA,1.3107223712316648e-08,-5.263867546152752e-06,0.0003116296858118,0.0001700812655197,6
KOR,0.039429581412991,-0.0144564053289246,0.3698130416278917,0.1801167572709412,0
KWT,0.000254984434731,0.0001969301807942,0.0292601443803566,0.0419972994382328,1
LAO,6.280521833718785e-05,-0.0003563791968884,0.0048228517764232,0.0018712180744532,0
LBR,1.0699481336715003e-05,1.0522056374037735e-05,0.0006661287468914,0.0004738805683558,6
LBY,0.000570026984981,0.0026872480253641,0.0056403970574412,0.0096375689452603,4
LCA,2.0623551684502494e-07,-1.63584812123072e-05,0.0005935290009923,-7.005049747545502e-05,5
LKA,-3.1366424036971305e-05,-0.0008812567573859,0.0271939135021706,0.0071905932969924,2
LSO,1.8761232218236436e-06,-2.2425007422931305e-05,0.0006228959715958,0.0003735327900114,6
LTU,-3.655078672568811e-05,-0.0001055937210774,0.0116693857077366,0.0045832253644499,0
LUX,7.391593019365715e-05,-0.0001169464258776,0.0210675635368296,-0.0006919649607373,5
LVA,-1.359819887878361e-05,-4.758335723087672e-05,0.0070210349697225,0.0021390790740525,0
MAC,6.096965016663694e-05,-7.170299839800001e-05,0.0119675592718871,-0.0107561127277142,5
MAR,0.0025972205653369,-0.0007059743288313,0.02650748611103,0.011424689318327,0
MDA,-5.2013010825292406e-06,-1.8301772385550463e-05,0.0023464009249084,0.0012113422760872,6
MDG,0.0001714538332128,-5.7131293287458e-05,0.0023834902830444,0.0013006400036994,6
MDV,1.1794069235599382e-06,-1.843295203847103e-05,0.0012345047240328,0.0001846713871492,2
MEX,0.0787880888343807,-0.0930962900717658,0.3100095872590993,0.10053241003713,3
MKD,-1.089036143582091e-06,-2.1396597317467555e-05,0.0023861623348351,0.0005784170981523,2
MLI,0.0001553354602487,-6.869154358369333e-05,0.0037860753482362,0.0013249776193215,0
MLT,9.703829890508808e-06,-3.0863899395745216e-05,0.0051127245411454,-0.0008213574001,5
MMR,0.0026233979353618,-0.0023056801552538,0.0157978250212688,0.0181565919956398,1
MNG,1.842000447712212e-05,-0.000268978848272,0.0020247636319941,0.0024981006286575,1
MRT,3.442118044044273e-05,-2.776444921496532e-05,0.0015022491142214,0.0017306768996891,1
MUS,4.055031973765441e-06,-8.293629162623699e-05,0.0040357994082449,0.0005393744283759,2
MWI,0.0001315834810183,-0.0003379378311142,0.0023478624825484,0.0010841586471397,6
MYS,0.0038635899246446,-0.000209847817407,0.0883489684803729,0.0326601692044812,0
NER,0.0003248547314249,-0.000112682529076,0.003306949520522,0.0005091275953488,2
NGA,0.0917836287912433,0.0003641034589836,0.1089716762287837,-0.0016057912810274,3
NIC,2.5468324846572863e-05,-4.961192519871423e-05,0.0024590953721055,0.0015124553458108,6
NLD,0.0007452317808108,-0.0007354496798954,0.1740335926823883,0.0669157964545229,0
NOR,0.0002740289306292,-0.0001189268396678,0.1117051595300801,0.0744131409923338,6
NPL,0.0004770106162457,4.039275648032063e-05,0.0060066439484694,0.0009876901747131,2
NZL,0.000389950209204,-2.567349517510354e-05,0.0566334295172598,0.0222235658234291,0
OMN,0.0002786077013967,-3.339910309881322e-05,0.0188238738232008,0.0108370936102679,6
PAK,0.0453744008141113,-0.0033322116287658,0.0669018449173419,0.016604161530634,3
PAN,0.0002510168508623,-0.0006925097375647,0.0180071405190937,-0.0020852636241092,5
PER,0.0038043993220058,-0.0002797387368295,0.0516361025199435,0.0172321585686476,0
PHL,0.0167764475507766,0.0002713036550067,0.0792732561178742,0.0239974860663476,2
PLW,-7.013862938347158e-10,-1.338291480872193e-06,4.322707396422676e-05,-9.246810013908855e-06,5
PNG,0.0004472901480964,-9.813357435356946e-05,0.0031259029254934,0.0101153966193016,4
POL,-9.869947533908064e-05,-0.0028006894876299,0.1155379836387758,0.0412606509653019,0
PRT,0.0001612215863517,-0.0003179331199304,0.0502474869785089,0.0129134376695439,2
PRY,5.330240061203158e-05,-0.0002955315108363,0.0093387662819079,0.0044057747085048,0
PSE,3.479497305481591e-05,-2.6089113646648804e-05,0.0043797729292526,0.0020210563528599,0
QAT,0.0006952010564095,-0.0018547341923309,0.0449577952935559,0.0450738073439208,1
ROU,-0.0005698406692209,-0.00329019469315,0.0542899791399296,0.0173362265529852,0
RUS,-0.0006728821824992,-0.0105510926941553,0.411481721811577,0.1400474753286128,0
RWA,0.0001025251189475,-1.539443083412561e-05,0.0021727694097263,0.0011478598609558,6
SAU,0.0412618354128789,-0.0006183609243644,0.2309058347409163,0.092360093369525,0
SEN,0.0002047555689606,-0.0002328053927332,0.0044155676936089,0.0021310737125879,0
SGP,0.0015071086443336,-0.0024052995718222,0.0858036536792591,0.0385022064440441,0
SLB,1.5877550934999492e-06,-1.7413687411537697e-05,0.0003775181885773,0.0001204136264565,0
SLV,6.100980451090978e-05,-0.0003347482070538,0.0065354599785893,0.0021906291239235,0
STP,4.6506485601734375e-08,-1.8645754845634452e-06,7.390003236350964e-05,7.4516929195173e-05,1
SUR,8.921014438435364e-07,-0.000173679357028,0.001420519221241,0.0008138644557678,6
SVK,-2.1019733547489284e-06,-0.0003266472789388,0.0223324309144803,0.0081255995287719,0
SVN,2.5210965813860824e-06,-0.0002750858851237,0.008882340273648,0.003152907848305,0
SWE,0.0009335127127489,-0.0004071881926052,0.1252353378865313,0.037797414335522,0
SWZ,3.078995517949222e-06,-6.63835750485227e-06,0.0010939111714478,0.0006665071082133,6
SYC,1.0221403042946701e-07,-3.1740386051239944e-05,0.0003292069730092,0.0001481883251951,0
SYR,-5.633501779167344e-05,-0.0002287385387554,0.0056522590821878,0.0007403544441296,2
TCD,0.0002112914742395,-4.621162986642309e-05,0.0030541342103891,0.002803561492484,1
TGO,8.41407456899103e-05,-7.105652809297302e-05,0.0016844870417247,0.0006933206856076,0
THA,0.010016464273495,-0.0021756919769533,0.1063177413138847,0.0534792609044883,0
TON,8.571647032196937e-09,-7.84991453053654e-06,0.0001411883640932,2.698424600243065e-05,2
TTO,1.4995628085151334e-05,-0.0003155393873925,0.0072432757109182,0.0029373598013742,0
TUN,0.000255912312576,-0.0001809882328501,0.0111929531738232,0.0045182497927349,0
TUR,0.0214553962850528,-0.0209781869445003,0.2360016307849648,0.0467864009028825,2
TZA,0.0058193398712564,-0.0014247133772197,0.0096921028258734,0.0148430511294234,4
UGA,0.000678369595824,-1.1202148079317878e-05,0.008040022920003,0.0032482120958305,0
UKR,-0.0009168451144517,-0.0013455297010334,0.0269154527057109,0.0118988044524039,0
URY,4.7350261797656266e-05,-0.0019098650271887,0.0141627888670365,0.0101445696930766,6
USA,2.0086140418998077,-0.0486594134244648,4.541519624013371,1.38549162250514,3
VCT,-5.099868110320814e-09,-7.858577353763786e-06,0.0002717784298245,-3.286762814499716e-05,5
VNM,0.0070091520622321,0.0004545048759493,0.0613595558184643,0.0236430353594199,0
VUT,3.968271990867838e-07,-6.23607221350712e-06,0.000257591917202,8.990326131142982e-05,0
WSM,6.811790306826259e-08,-4.009710189172964e-06,0.0002931819206515,-2.6379189108780663e-05,5
YEM,-1.726669928320127e-05,0.0013005732578163,0.0078306999439111,-0.0009535439716575,5
ZAF,0.0164550528797561,-0.0037925562740853,0.0916489056683269,0.0442527401010389,0
ZMB,0.0003187131560972,-0.0010951311752197,0.0060544230596697,0.0037005986987026,6
