Country,Best Alpha,Population_Coeff,Inflation_Coeff,Import_Coeff,Export_Coeff,Test_Score,Export_GDP_Correlation
EST,0.01,-6.70038439628127e-05,-0.006499206852210733,0.005553181372770524,0.009539101477697853,0.9616927137729822,0.9741396250999019
ETH,0.01,0.0921155881665962,-0.028496969487605602,0.014615704954455513,2.5691575227009117e-05,0.9027908238723588,0.8891284600842828
FIN,0.01,0.005650958533642158,-0.0384225427846648,0.10549812435299541,-0.12128940473147848,0.944376143088102,0.9054509947005498
FJI,0.5,3.662699803678579e-06,-7.67218875672452e-05,0.0013547580171288259,2.619629879850337e-06,0.9673363058222242,0.9012778022042601
FRA,1.0,0.026595276017246802,-0.0017974381552502208,0.6838351980259221,0.19608216390130798,0.9904518093846979,0.9763993530534548
FSM,0.5,2.9236662916189963e-09,-2.000351482374911e-06,6.902627979312515e-05,3.153963831521777e-05,0.8391166114879446,0.7871910872230362
GAB,0.01,0.0020457169924219267,-0.0055418143583936,0.004442377468308234,0.002836676056010523,0.9785704926647734,0.9047872712711783
GBR,0.01,-0.284501200291127,-0.17517924908250318,0.8964644776214094,0.026436298765591004,0.9217166867917086,0.9321395902388756
GEO,0.5,-1.455409161057246e-05,-0.00017462693555148667,0.004767885708158571,0.0005938928180978919,0.9910238561174151,0.9535802198364841
GHA,0.1,0.014781697282919464,-0.009730070135418923,-0.0012722442955271033,0.04850230058939142,0.9896245617147034,0.9743906646090363
GMB,0.01,0.0008962972014781343,-0.0012978136921046896,0.0005368025892426372,-0.00011169222470455966,0.722489426186431,0.49299719031730443
GNB,10.0,8.237863657304227e-07,-8.007602407280502e-06,0.00023701026343422139,8.090533613091474e-05,0.7161604639377895,0.8736087109373226
GNQ,0.01,0.006106642464522747,-0.003188691613260393,0.002098384092615623,0.006342112603224747,0.8884618690780113,0.9645294122978422
GRC,0.5,0.0006918158677775677,0.000907223084032488,0.07265166607450481,-0.04683407614785783,0.9803300737279718,0.4533803300775477
GRD,0.5,4.72828091962966e-08,-1.1028311111143095e-05,0.0003566960877555663,-2.4233195733706332e-05,0.971619317853267,-0.4419202506223286
GTM,0.01,0.022099916471979474,-0.00353462553920351,0.0032720005393776395,0.053903298570858973,0.911374419911916,0.972912203182099
GUY,0.01,-8.038997259707732e-05,-0.0037803317402902215,0.0006895988183200259,0.0010391746984002178,0.7096809008226601,0.8659397570205823
HKG,0.05,0.014339482341647121,-0.05285494149843322,0.05241025744606215,0.13878623247080166,0.8654952890734158,0.9765824725344769
HND,0.05,0.0010528853936030362,-0.0020021437373696598,0.002382336513582345,0.014982533075562044,0.9178554675188227,0.9771635125200833
HRV,0.5,5.8503549203841956e-05,-0.00015040408541012884,0.015122990704702795,0.0016323256072063666,0.9840724333680354,0.908558548628216
HTI,5.0,0.0001003346309725826,9.288673686149257e-07,0.004203922048069645,0.0016807653644148682,0.9068314969470631,0.9543080247515396
HUN,1.0,-3.833677171594851e-05,-0.00044918721572258084,0.035780564773930414,0.013362852549429946,0.953793124543329,0.9808946667021393
IND,0.01,0.04863047830350625,-0.9269243737474534,-0.4429261282917699,3.0192556294238253,0.9625360328956191,0.9737312813095825
IRL,1.0,0.0010266915092556055,-0.001709956052536192,0.12447703821833297,0.06252248213366424,0.9600479771375349,0.978287088534342
IRN,10.0,0.008594989380008659,-0.0002000697435896823,0.09446831214687922,0.05117837930414065,0.8441994224693704,0.9380697539442721
IRQ,0.01,0.08440675805900447,0.005233384107502772,0.030540457260384204,0.08819214832650149,0.9798043294244471,0.9803546863098589
ISL,5.0,1.56581313097105e-06,-8.030802931039576e-06,0.004704396433282062,0.0011608586054456397,0.8784713532956707,0.8573929199139816
ISR,0.01,0.214539989546024,-0.1142715485641256,0.1942981672421202,-0.22208348922720647,0.7405179515103009,0.783962561103703
ITA,0.01,0.2680543816412404,-0.1259790370068943,0.5972202722217547,-0.222928766797944,0.9719484758955926,0.92811517609023
JAM,0.01,0.002363760583881318,-0.008090957826063564,0.005164124064338185,-0.004220248657493204,0.9636987383407132,0.7581832549080859
JOR,0.01,0.04598739180983926,-0.026556420902847478,0.01629424992831204,-0.007667331659820877,0.8686475284948424,0.9496555491126312
JPN,1000.0,2.0621862147689948e-05,-4.508525474503871e-06,0.004687725649004339,0.001351349821653856,-0.006497408356322731,0.6330419562449833
KAZ,5.0,0.0006027642006701624,-0.0003533983556117485,0.042953554341066125,0.019883786669639674,0.6757458860458718,0.9420283486176035
KEN,0.01,0.09933642694500032,-0.03386626214743445,0.03861251133041222,-0.058422327380034264,0.9615104235340218,0.926141421500309
KGZ,5.0,1.3386652458574e-05,-3.50353463579234e-05,0.0016849624148920909,0.00046469258473819884,0.7718890380631258,0.9164148937671928
KHM,0.01,0.011574814410326059,-0.0034526985716562602,0.0027323729485652275,0.013199201442098154,0.946351587964268,0.9787159727778576
KNA,0.01,1.7557494252174785e-07,-0.0003159022248512922,0.00026616116833856027,0.00048667056768571194,0.9797717242339401,0.9436133814827379
KOR,0.01,1.6998804067385123,-0.3421762224384605,-0.0020472524841995275,1.2731432724145078,0.9588943265431357,0.9788790805655296
KWT,0.01,0.010420101794169979,0.0044125973802748965,0.027167272108879356,0.056945483556161955,0.9861409690967442,0.9685392576802457
LAO,1.0,7.458138799327344e-05,-0.00039172809362721946,0.005260529088003944,0.0020316285164202,0.9627002628250896,0.9681739813737477
LBR,0.01,0.000750671687039141,0.000851563140963865,0.0008366518934668041,0.0005299770889632701,0.8415090839636029,0.8045360251990825
LBY,1.0,0.0006802792759721281,0.0029697925643703657,0.006144290822257797,0.010520464895856204,0.9211878523011486,0.8656249640039103
LCA,0.01,7.940613561105724e-06,-0.0008729829050031198,0.0007144353341073552,-0.0002994899720797348,0.8489530042434343,0.4672275202442876
LKA,0.01,-0.03395682666854402,-0.04803329043088602,0.03806843968731738,-0.012004779978851403,0.9537375340748575,0.9531263526967536
LSO,0.1,9.81167347209015e-06,-0.00015190781648043118,0.0006227788404205019,0.0006097194088378059,0.982234352336059,0.9758313581248086
LTU,0.01,-0.0014809708745486929,-0.004669769693974782,0.013764124308885099,0.003811676228951764,0.9901412885035655,0.9772492506677587
LUX,0.01,0.003403828469403584,-0.01372257281674666,0.059055969366676245,-0.09579242758575833,0.8411235604420706,0.6836706530358225
LVA,0.01,-0.0007243151427675905,-0.004595818410752172,0.010511826502219815,-0.004251127986561942,0.9373008890958267,0.9462801269888711
MAC,5.0,2.3372179598458127e-05,4.850214453327439e-06,0.011681878075026192,-0.006100315667931749,0.7184982623759322,-0.6368895654426081
MAR,0.01,0.0945642790391081,-0.02873464345124659,0.021319463619158447,0.02698263217508562,0.9650125905970377,0.9807798379831849
MDA,0.01,-0.00030000028893396294,0.00018626387259340908,0.0008872637658156556,0.0071475603338179835,0.9575366014217547,0.9907201907622829
MDG,0.01,0.0015868562023938313,-0.0007242891730700458,0.002153234363912786,0.0028830515475135915,0.9627970491790346,0.9498190340943976
MDV,0.01,5.24177942497864e-05,-0.0006863767607949378,0.0015683722044988017,-0.00030116017220754756,0.9906129630163393,0.8953656559750511
MEX,0.01,0.5017149290345334,-0.527055515745021,0.3880326673746302,-0.24223807905747138,0.9696565652526914,0.9614029050475252
MKD,1.0,-1.2890267646847844e-06,-2.36415120049271e-05,0.0026019295101725264,0.0006257356291203543,0.9811393774637779,0.9618141388456081
MLI,0.01,0.004783279832504279,-0.003997349889541828,0.004735944159547878,-0.00019510124945124114,0.9823662910374448,0.9759166004801797
MLT,0.1,7.721746219871999e-05,-0.00013283736111221483,0.007729614897959112,-0.005668135583534235,0.8710495856826348,0.5805104347307832
MMR,0.5,0.0046663859094855835,-0.004440263238438069,0.014699297298087692,0.026364170995514486,0.9661712911439618,0.9722674516280251
MNG,0.01,0.00048441476869558555,-0.000578304120661442,0.0015390658194541502,0.005090918690184354,0.9499320970383014,0.9683247110393377
MRT,1.0,4.0948865134863516e-05,-3.059947210733719e-05,0.0016360877069181267,0.0018913437441222525,0.961027973120843,0.9595914210785593
MUS,0.01,0.00019380110774968557,-0.004184140989379549,0.005301486991727118,-0.002115257281975441,0.9806166479966706,0.8879472001898653
MWI,0.01,0.007485361414011531,-0.00697864020728806,0.0018996755317624776,0.0028272668607171487,0.9220953185321099,0.8970370478590324
MYS,0.01,-0.0444358518094589,-0.011329963634938097,0.11235988718870508,0.0096413047712622,0.943383639783506,0.9784833304101276
NER,10.0,0.00014702475778981833,-1.6880594087135705e-05,0.0026093574834260133,0.0008351877801437796,0.7781522521397576,0.9177437889407891
NGA,1.0,0.09879748931674591,0.000348290244834932,0.11657766636875348,-0.0015844318242734933,0.9541021356384197,0.8204882232654453
NIC,0.1,0.00014008327803595092,-0.0003997628286178315,0.0017558399531440237,0.00467024382935326,0.9748291283982058,0.9774089645750332
NLD,1.0,0.0008789408183422496,-0.0008114379062925756,0.1897578735122238,0.07280656622439215,0.9121220759291301,0.9755299956047853
NOR,1.0,0.000322530208088506,-0.00013092262623744437,0.12177927108344802,0.08122793133023463,0.9773965336214185,0.9513691389430124
NPL,0.1,0.00449525775949726,0.0006136901414633148,0.00667920130416795,0.0006059774346746144,0.9960407195629694,0.7646398655740636
NZL,0.01,0.018258644659025738,-0.00408119764732039,0.05572795733733638,0.05567830460447151,0.8641659556484091,0.9830806592586069
OMN,0.01,0.01840110077855871,-0.005005441480916068,0.020382291649068067,0.01867577738521162,0.9292149492301173,0.9294461822933063
PAK,0.01,0.12041654522097534,-0.17934730806973972,0.07794847466204596,-0.08513468311546923,0.9736952749073828,0.9512109873063608
PAN,0.5,0.00048069638831704813,-0.0014445380610903964,0.02307268577103081,-0.009293513926805743,0.7334045579039166,0.8634578291755574
PER,0.01,0.12242446275496788,-0.00010832281051427718,0.07139816749369529,-0.01946526158239999,0.9786883428578597,0.9739460784796714
PHL,0.01,0.1689686812070298,0.1039688795032909,0.08679452406189532,-0.04191924720861598,0.9196503358521204,0.9178883085928109
PLW,0.05,-5.021606813264357e-09,-2.6713877872190994e-05,6.884484342714038e-05,-7.77426528983454e-06,0.9738423778862612,-0.480036643746929
PNG,0.5,0.000643892974560764,-0.0001871069037825526,0.0027841711552295508,0.01395201722318081,0.9341298779799763,0.9742999945049439
POL,0.01,0.019121705235627007,-0.16502216115942822,0.18168736105267871,-0.08723371321647568,0.9901392104519294,0.980995354002688
PRT,1.0,0.00019202500458856354,-0.0003498054292287122,0.0548130917781669,0.01399940738713127,0.943436319082605,0.9106485599788007
PRY,0.01,-0.006210861532433656,-0.010443280052220293,0.006278635578296622,0.017977497461369927,0.9828836697836034,0.9879683378539995
PSE,0.01,0.0007862913860824963,-0.00034853983692660563,0.004005709340215678,0.00507982499856841,0.982263152760385,0.9861289939150107
QAT,0.01,0.04496101722379234,-0.14535821543858812,0.04201591199753423,0.06757288156424965,0.9526853428352556,0.9597865953301455
ROU,0.1,-0.00199602312160287,-0.004126669296785323,0.06349049335708397,0.012838867328415885,0.9802046827730332,0.9736305121269963
RUS,5.0,-0.0026820362932221285,-0.010775383423238305,0.40127987326692877,0.1322974662401798,0.9577275352979189,0.984306300949723
RWA,0.01,0.006399946739208296,-0.000848981367512283,0.0023384152575000065,0.0012560735032672169,0.9831220482870081,0.940102336543029
SAU,0.05,0.3602920805119855,-0.01568577927047926,0.25729778990518126,0.06935667027949975,0.9699199773925393,0.9068473988769742
SEN,0.01,0.006450561477643446,-0.011332382191969755,0.0038850946890649596,0.004890177342555021,0.9654644727291027,0.97374093235918
SGP,1.0,0.0017914171829102317,-0.002658478687062203,0.09349628159973009,0.04194907410709461,0.8985785136421068,0.9653309248941426
SLB,0.1,1.394963203776569e-05,-0.000150902094187915,0.00045023967117199874,6.244017321684762e-05,0.942344603061865,0.9442855440487302
SLV,0.01,0.004255171115927034,-0.013441250761034116,0.005992690931129857,0.006355534583627226,0.9833060907901494,0.9789712431178966
STP,0.01,2.621937027150043e-06,-0.00012582414703981077,2.1320240532834247e-05,0.00023144253506581937,0.6778048699125587,0.9147324373246561
SUR,0.01,-2.41860757171136e-05,-0.00028526733502913304,0.0017006676418540015,0.0008335739792846095,0.9272044134576657,0.9471633456227341
SVK,0.01,-0.0006754692912845086,-0.019489226015527814,0.03099609476563394,-0.005976452433344326,0.9499200764350589,0.9828986869765073
SVN,0.01,7.32265861254949e-06,-0.02273041450087796,0.01166415787098586,-0.0012094453106243832,0.9272445582794685,0.9565789126095451
SWE,0.01,0.028919403243677103,-0.056187593640722906,0.18587726676054553,-0.06928151112905623,0.9120531379815635,0.9631961929491113
SWZ,0.01,-8.931438447891463e-07,0.001076453316651,0.0003376001381684026,0.0035529623821435497,0.891994699448863,0.9527675488074222
SYC,0.01,7.820577366003741e-06,-0.001851137308824964,0.0003810050052606076,0.00015606005543913703,0.8700161818717113,0.9424416087508769
SYR,0.01,-0.007626671981361607,-0.0060739025955262385,0.006500676482393576,0.0006896197792662303,0.7848710628204796,0.8011311179009468
TCD,0.01,0.00807825157397266,-0.0013009232901776034,0.00304835572548224,0.003401992164419788,0.9411419511515362,0.9250089252825492
TGO,0.01,0.006183109426565362,-0.0026081015942740434,0.0018236209281916448,0.0007045745307848304,0.9349169402423699,0.9481100275732969
THA,0.01,0.01736889313893737,-0.06272997170137629,0.021006708174848808,0.3331321637239777,0.938524826494674,0.983137458337546
TON,0.05,1.1311030854237878e-07,-0.00013054387194649396,0.00016072151494470367,2.584811823992876e-05,0.9546145066476408,0.6945369096370418
TTO,0.05,0.0002788533906066905,-0.005780568454149841,0.00875161661827351,0.0021673257326434965,0.8885714657827349,0.9069822845775128
TUN,0.01,0.014253050157855246,-0.01586753770832374,0.011607006479482637,0.007611700171942102,0.9881250503938535,0.9856285441893581
TUR,0.01,0.2706696978498037,-0.11558352597838743,0.37836466219335624,-0.33365066131004417,0.9667880548695426,0.9605026944581779
TZA,0.01,0.04139866076630674,0.007848509114052094,-0.004232618349865996,0.046245455327903175,0.8937575767093542,0.9514067669805379
UGA,0.01,0.020638453085336968,-0.0005657268537894611,0.009404088805661726,0.00020266440035576186,0.9600931215131391,0.9543285813654915
UKR,1.0,-0.0010917024805430576,-0.0014813562567669142,0.029319287688772715,0.012978206646737945,0.9744769504723041,0.9784602140233458
URY,0.05,0.00047114020845228066,-0.011810235382058878,0.00238666814513751,0.047892377540766126,0.8583548576288443,0.9629168397188519
USA,0.1,5.3663328311818965,-0.11532062304276584,4.399831498713062,0.48936532162263024,0.9750570637073652,0.9759643571251619
VCT,0.05,-4.87246065814483e-08,-0.00014233066393602836,0.0003116898362213289,-5.14986895911373e-05,0.9477295973739016,-0.23996541613421157
VNM,0.01,0.3084053152398751,0.01848619033887652,0.0360868501481216,0.072262310647677,0.9810333394643245,0.9839031856142897
VUT,0.01,2.9999638660931454e-05,-0.00033336911741103215,0.00029535547289743694,9.671309324114176e-05,0.9301539898679005,0.8348832760533086
WSM,0.01,3.140876364040157e-06,3.223836206488427e-05,0.0003379182782865425,-4.505329610340592e-05,0.9445962455564747,0.08425469961925929
YEM,0.01,-0.002185289312293093,0.044755851471434904,0.00921526875044759,-0.0009953110286827576,0.8748861414800362,0.46926675471680823
ZAF,0.01,0.1884852461736063,-0.1427698638916902,0.07371339854694325,0.09440944778213875,0.9243424716708779,0.9749756030062694
ZMB,0.5,0.0005320720149200052,-0.001622881987603133,0.0064022580408227385,0.004762020006725107,0.9832599580140257,0.9695772050606616
